ÁLMOMBAN	VIZSGÁZNI
.	Bajza
Bajza	,
,	Nagy
Nagy	Károl
Károl	,
,	mind
mind	a
a	kettõ
kettõ	iszonyú
iszonyú	hanyagságról
hanyagságról	vádolnak
vádolnak	,
,	hogy
hogy	téged
téged	a
a	leghathatósabban
leghathatósabban	meg
meg	nem
nem	kértelek
kértelek	.
.	"
"	Elképzelem
Elképzelem	Vörösmartyt
Vörösmartyt	:
:	visszadugja
visszadugja	a
a	tollat
tollat	,
,	pohárért
pohárért	nyúl
nyúl	,
,	boldog
boldog	,
,	mert
mert	a
a	bor
bor	lélekké
lélekké	változik
változik	,
,	kedvre
kedvre	késztet
késztet	,
,	serkent
serkent	,
,	hogy
hogy	a
a	szerelem
szerelem	és
és	haza
haza	kimondathasson
kimondathasson	.
.	A
A	Szózat
Szózat	-
-	ból
ból	tündököl
tündököl	ennek
ennek	a
a	bornak
bornak	szépséges
szépséges	ragyogása
ragyogása	.
.	S
S	a
a	Vén
Vén	cigány
cigány	-
-	ból
ból	-
-	"
"	megittad
megittad	az
az	árát
árát	"
"	.
.	De
De	itták
itták	a
a	többiek
többiek	is
is	.
.	Mintha
Mintha	a
a	reformkor
reformkor	itala
itala	lett
lett	volna
volna	.
.	Verseket
Verseket	,
,	vitákat
vitákat	tüzesített
tüzesített	,
,	energiája
energiája	bennük
bennük	õrzõdött
õrzõdött	meg
meg	évszázadokra
évszázadokra	.
.	Csodálattal
Csodálattal	gondolok
gondolok	vissza
vissza	,
,	s
s	ha
ha	gyerek
gyerek	lennék
lennék	,
,	csodálattal
csodálattal	nézném
nézném	a
a	mai
mai	hegyet
hegyet	is
is	.
.	Nem
Nem	ismerve
ismerve	történetét
történetét	,
,	elfogadnám
elfogadnám	,
,	királyfiként
királyfiként	országommá
országommá	népesíteném
népesíteném	,
,	fölhúznám
fölhúznám	várát
várát	,
,	fekete
fekete	csõdörön
csõdörön	léptetnék
léptetnék	útjain
útjain	,
,	rózsákat
rózsákat	szaglászva
szaglászva	vigyáznának
vigyáznának	a
a	kisasszonyok
kisasszonyok	ablakaiból
ablakaiból	.
.	De
De	a
a	csúcsra
csúcsra	gyalogolva
gyalogolva	már
már	nagyon
nagyon	szapora
szapora	a
a	szívverésem
szívverésem	,
,	hangos
hangos	a
a	lélegzetem
lélegzetem	.
.	Veszendõ
Veszendõ	világot
világot	érzek
érzek	.
.	A
A	kilátó
kilátó	alatt
alatt	néhány
néhány	méterre
méterre	disznóól
disznóól	,
,	benne
benne	a
a	pár
pár	koszos
koszos	malac
malac	valami
valami	életet
életet	jelent
jelent	,
,	de
de	lerongyolódott
lerongyolódott	dicsõséget
dicsõséget	is
is	.
.	A
A	gondnoknõ
gondnoknõ	ajtónyitással
ajtónyitással	dönti
dönti	ránk
ránk	a
a	konyhaszagot
konyhaszagot	.
.	A
A	kilátó
kilátó	legmagasabb
legmagasabb	fokán
fokán	szárnyashangyák
szárnyashangyák	felhõi
felhõi	alól
alól	keresném
keresném	szülõfalum
szülõfalum	tornyait
tornyait	.
.	Szememre
Szememre	,
,	fülembe
fülembe	,
,	ingemre
ingemre	repülnek
repülnek	ezek
ezek	az
az	állatok
állatok	.
.	Menekülni
Menekülni	kell
kell	,
,	végig
végig	rengeteg
rengeteg	,
,	fekete
fekete	hulláikon
hulláikon	.
.	A
A	lenti
lenti	bajok
bajok	szárnyas
szárnyas	hangyái
hangyái	meghódították
meghódították	a
a	legmagasabb
legmagasabb	pontot
pontot	.
.	Kikezdenek
Kikezdenek	.
.	A
A	HEGY
HEGY	KÖRÜL
KÖRÜL	Hajózunk
Hajózunk	A
A	Somlót
Somlót	a
a	helybeliek
helybeliek	nem
nem	nevezik
nevezik	nevén
nevén	.
.	Nincsen
Nincsen	társa
társa	.
.	A
A	Somló
Somló	a
a	beszédben
beszédben	:
:	Hegy
Hegy	.
.	Körülötte
Körülötte	tenger-síkság
tenger-síkság	,
,	s
s	ahogy
ahogy	búcsúzunk
búcsúzunk	,
,	vagy
vagy	gyaloglunk
gyaloglunk	:
:	hajózunk
hajózunk	,
,	vagy
vagy	lábbal
lábbal	kelünk
kelünk	át
át	az
az	óceánon
óceánon	.
.	Hihetjük
Hihetjük	magunkat
magunkat	akár
akár	vízipókoknak
vízipókoknak	is
is	,
,	mikor
mikor	közeledünk
közeledünk	a
a	nagy
nagy	kõkalap
kõkalap	felé
felé	.
.	Karimája
Karimája	alatt
alatt	elszomorítóan
elszomorítóan	kicsinek
kicsinek	érezzük
érezzük	magunkat
magunkat	,
,	de
de	megszáll
megszáll	bennünket
bennünket	olyan
olyan	mélyrõl
mélyrõl	magasba
magasba	csapó
csapó	áhítat
áhítat	,
,	mint
mint	ahogy
ahogy	dalaikban
dalaikban	imádják
imádják	a
a	zsidók
zsidók	az
az	Istent
Istent	.
.	A
A	Hegy
Hegy	minden
minden	oldalról
oldalról	másféle
másféle	kalap
kalap	.
.	Keletrõl
Keletrõl	púposabb
púposabb	,
,	kisebb
kisebb	peremû
peremû	.
.	Nyugatról
Nyugatról	nagy
nagy	karimájú
karimájú	:
:	magassága
magassága	kisebbnek
kisebbnek	tûnõ
tûnõ	,
,	csúcsa
csúcsa	nincs
nincs	,
,	csak
csak	egy
egy	kis
kis	kúp
kúp	emelkedik
emelkedik	a
a	tetõ
tetõ	vízszintes
vízszintes	vonalából
vonalából	.
.	Északon
Északon	és
és	délen
délen	a
a	kalap
kalap	olyan
olyan	,
,	mint
mint	Kassák
Kassák	Lajosé
Lajosé	.
.	A
A	Somló
Somló	mindenkinek
mindenkinek	úgy
úgy	a
a	kalapja
kalapja	eleje
eleje	,
,	ahogyan
ahogyan	érkezik
érkezik	hozzá
hozzá	,
,	vagy
vagy	amelyik
amelyik	oldalán
oldalán	lakik
lakik	.
.	Az
Az	északiak
északiak	a
a	közepére
közepére	tûzik
tûzik	a
a	bokrétát
bokrétát	,
,	a
a	várat
várat	,
,	a
a	keletiek
keletiek	és
és	a
a	nyugatiak
nyugatiak	az
az	oldalára
oldalára	,
,	ahogy
ahogy	illik
illik	,
,	a
a	déliek
déliek	megelégednek
megelégednek	közepén
közepén	a
a	kilátótoronnyal
kilátótoronnyal	.
.	Persze
Persze	ez
ez	csupán
csupán	a
a	hazatérõ
hazatérõ	régi
régi	ismerõsök
ismerõsök	fantáziája
fantáziája	.
.	A
A	helybeliek
helybeliek	alig
alig	figyelnek
figyelnek	a
a	Hegyre
Hegyre	,
,	közönyük
közönyük	a
a	visszatérõnek
visszatérõnek	tiszteletlenség
tiszteletlenség	.
.	Íme
Íme	a
a	buszozó
buszozó	lányok
lányok	,
,	akik
akik	minden
minden	helyi
helyi	járaton
járaton	egyformák
egyformák	.
.	Elöl
Elöl	ülnek
ülnek	,
,	a
a	sofõr
sofõr	mellett
mellett	és
és	mögött
mögött	,
,	félig
félig	hátra
hátra	nézegetnek
nézegetnek	,
,	félig
félig	elõre
elõre	.
.	Amikor
Amikor	hátra
hátra	néznek
néznek	,
,	fürkészik
fürkészik	,
,	vajon
vajon	az
az	utazók
utazók	hogyan
hogyan	fogadják
fogadják	ezt
ezt	a
a	produkciót
produkciót	,
,	melyet
melyet	a
a	sofõrrel
sofõrrel	és
és	a
a	kalauzzal
kalauzzal	bonyolítanak
bonyolítanak	.
.	Csinosak
Csinosak	,
,	és
és	furcsa
furcsa	dolgoktól
dolgoktól	féltem
féltem	õket
õket	,
,	attól
attól	,
,	hogy
hogy	a
a	sofõr
sofõr	cigarettája
cigarettája	az
az	elsõ
elsõ	érintésre
érintésre	benyálazódik
benyálazódik	,
,	a
a	kalauz
kalauz	meg
meg	öreg
öreg	,
,	mintha
mintha	pilótatiszt
pilótatiszt	lett
lett	volna
volna	a
a	háborúban
háborúban	,
,	s
s	azért
azért	visel
visel	óriás
óriás	napszemüveget
napszemüveget	,
,	hogy
hogy	horpadt
horpadt	orrát
orrát	csak
csak	a
a	nagyon
nagyon	figyelõk
figyelõk	vehessék
vehessék	észre
észre	.
.	De
De	a
a	lányoknak
lányoknak	nem
nem	mondhatom
mondhatom	el
el	véleményemet
véleményemet	,
,	megharagudnának
megharagudnának	rám
rám	.
.	Õk
Õk	minden
minden	reggel
reggel	ezzel
ezzel	a
a	busszal
busszal	mennek
mennek	Ajkára
Ajkára	,
,	és
és	jönnek
jönnek	este
este	haza
haza	.
.	Naponta
Naponta	megtesznek
megtesznek	hatvan
hatvan	kilométert
kilométert	,
,	a
a	faluban
faluban	nincs
nincs	szórakozásuk
szórakozásuk	,
,	csak
csak	itt
itt	,
,	ebben
ebben	az
az	incselgõ
incselgõ	utazásban
utazásban	.
.	Mise
Mise	a
a	folyosón
folyosón	A
A	papnál
papnál	szállok
szállok	meg
meg	.
.	Üres
Üres	káplánszobája
káplánszobája	a
a	legalkalmasabb
legalkalmasabb	néhány
néhány	napi
napi	ottlevésre
ottlevésre	.
.	Elszigetelt
Elszigetelt	.
.	A
A	plébános
plébános	idegennek
idegennek	vesz
vesz	.
.	Szabad
Szabad	vagyok
vagyok	.
.	A
A	megérkezéskor
megérkezéskor	éppen
éppen	a
a	borospince
borospince	felé
felé	tart
tart	literes
literes	fonott
fonott	üvegével
üvegével	,
,	s
s	lehív
lehív	.
.	Talán
Talán	boránál
boránál	is
is	jobb
jobb	egy
egy	kishordón
kishordón	ülni
ülni	a
a	hûvösségben
hûvösségben	.
.	Bár
Bár	a
a	somlai
somlai	bor
bor	,
,	ha
ha	pohárnyi
pohárnyi	is
is	,
,	megszólal
megszólal	az
az	emberben
emberben	halkan
halkan	,
,	kedves-nyugtatóan
kedves-nyugtatóan	.
.	Barátommal
Barátommal	,
,	aki
aki	itt
itt	restaurálja
restaurálja	a
a	mûemlék-templomot
mûemlék-templomot	,
,	egy
egy	régen
régen	kezdett
kezdett	beszélgetést
beszélgetést	folytatnak
folytatnak	tovább
tovább	a
a	szerelem
szerelem	bûnérõl
bûnérõl	és
és	gyönyörûségérõl
gyönyörûségérõl	.
.	-
-	Plébi
Plébi	,
,	maga
maga	sohasem
sohasem	próbálta
próbálta	?
?	-
-	Több
Több	bort
bort	nem
nem	kaptok
kaptok	,
,	gyerekek
gyerekek	!
!	Másoknak
Másoknak	elmesélte
elmesélte	nagy
nagy	plátói
plátói	szerelmét
szerelmét	.
.	A
A	nõ
nõ	Amerikában
Amerikában	él
él	.
.	Régi
Régi	és
és	haláláig
haláláig	tartó
tartó	ez
ez	a
a	százszor
százszor	meggyónt
meggyónt	vonzalom
vonzalom	.
.	S
S	szokásból
szokásból	már
már	azoknak
azoknak	is
is	elmondja
elmondja	a
a	plébános
plébános	,
,	akiknek
akiknek	nem
nem	kellene
kellene	.
.	Nem
Nem	akarom
akarom	elérzékenyíteni
elérzékenyíteni	.
.	Borával
Borával	bevonul
bevonul	a
a	háromszáz
háromszáz	éves
éves	parókiára
parókiára	.
.	Az
Az	apáca
apáca	megérkezik
megérkezik	a
a	szomszéd
szomszéd	faluból
faluból	,
,	ahol
ahol	ápolással
ápolással	foglalkozik
foglalkozik	a
a	tüdõ
tüdõ	-
-	és
és	idegszanatóriumban
idegszanatóriumban	.
.	Pontosan
Pontosan	úgy
úgy	érkezik
érkezik	a
a	busz
busz	,
,	hogy
hogy	a
a	szent
szent	nõ
nõ	az
az	esti
esti	mise
mise	elõtt
elõtt	ideérjen
ideérjen	,
,	s
s	úgy
úgy	indul
indul	,
,	hogy
hogy	a
a	mise
mise	után
után	ne
ne	kelljen
kelljen	az
az	apácának
apácának	várakoznia
várakoznia	.
.	Vagy
Vagy	talán
talán	a
a	misét
misét	igazították
igazították	a
a	menetrendhez
menetrendhez	?
?	Míg
Míg	a
a	plébános
plébános	a
a	folyosón
folyosón	miseruhába
miseruhába	öltözködik
öltözködik	,
,	s
s	egy-két
egy-két	pohárral
pohárral	lopva
lopva	lehajt
lehajt	,
,	addig
addig	az
az	apáca
apáca	a
a	bõséges
bõséges	gombatermésrõl
gombatermésrõl	beszél
beszél	,
,	vargánya
vargánya	,
,	galambica
galambica	,
,	róka
róka	-
-	,
,	csirkegomba
csirkegomba	szedésrõl
szedésrõl	és
és	szárításról
szárításról	.
.	S
S	egy
egy	sárga
sárga	tyúk
tyúk	a
a	pulykákkal
pulykákkal	kezdi
kezdi	el
el	háborúját
háborúját	.
.	A
A	mai
mai	napon
napon	most
most	szakítja
szakítja	meg
meg	a
a	tûzszünetet
tûzszünetet	utoljára
utoljára	,
,	mert
mert	eljött
eljött	minden
minden	baromfiak
baromfiak	elülési
elülési	ideje
ideje	,
,	s
s	a
a	pulykákat
pulykákat	meg
meg	a
a	tyúkokat
tyúkokat	az
az	izgalom
izgalom	tartja
tartja	még
még	az
az	udvaron
udvaron	.
.	A
A	pulykák
pulykák	gyávák
gyávák	,
,	hiszen
hiszen	a
a	tyúk
tyúk	büszke
büszke	mozdulatlanságához
mozdulatlanságához	merik
merik	csak
csak	nyújtogatni
nyújtogatni	a
a	nyakukat
nyakukat	,
,	de
de	ha
ha	az
az	egy
egy	szál
szál	ellenség
ellenség	fejét
fejét	csak
csak	picit
picit	is
is	félrebillenti
félrebillenti	,
,	vagy
vagy	ha
ha	toporogva
toporogva	elfarol
elfarol	,
,	azonnal
azonnal	megzavarodnak
megzavarodnak	,
,	szétszaladnak
szétszaladnak	,
,	és
és	távolból
távolból	állnak
állnak	össze
össze	.
.	A
A	tyúk
tyúk	utálja
utálja	ezt
ezt	a
a	gyáva
gyáva	csõcseléket
csõcseléket	,
,	nem
nem	is
is	civakodik
civakodik	sokáig
sokáig	,
,	fontosságának
fontosságának	kifejezése
kifejezése	után
után	átlépeget
átlépeget	a
a	sövény
sövény	túlsó
túlsó	oldalára
oldalára	,
,	mintha
mintha	huszár
huszár	ülne
ülne	rajta
rajta	,
,	s
s	a
a	gyeplõt
gyeplõt	annyira
annyira	feszítené
feszítené	,
,	hogy
hogy	a
a	járás
járás	hasonlatossá
hasonlatossá	váljon
váljon	a
a	király
király	lováéhoz
lováéhoz	,
,	mikor
mikor	a
a	koronázási
koronázási	ünnepségre
ünnepségre	tart
tart	.
.	Elkezdi
Elkezdi	a
a	pap
pap	az
az	apácának
apácának	a
a	misét
misét	.
.	Miután
Miután	szobánkból
szobánkból	a
a	sündisznót
sündisznót	kihajítottuk
kihajítottuk	,
,	s
s	nevettünk
nevettünk	,
,	mert
mert	a
a	plébános
plébános	az
az	úrfelmutatásból
úrfelmutatásból	kikiáltott
kikiáltott	:
:	-
-	Ne
Ne	engedd
engedd	el
el	!
!	-
-	nekiláttunk
nekiláttunk	konzervjeinknek
konzervjeinknek	.
.	Asztalfiók-huzogató
Asztalfiók-huzogató	bal
bal	kezem
kezem	tavaly
tavaly	dióra
dióra	,
,	lerajzszögezett
lerajzszögezett	újságpapírokra
újságpapírokra	akadt
akadt	,
,	s
s	apró
apró	cédulákra
cédulákra	,
,	melyeken
melyeken	fohászokat
fohászokat	és
és	feljegyzéseket
feljegyzéseket	olvashattam
olvashattam	.
.	"
"	Dicsértessék
Dicsértessék	az
az	Úr
Úr	Jézus
Jézus	Krisztus
Krisztus	,
,	a
a	Boldogságos
Boldogságos	Szûz
Szûz	Mária
Mária	és
és	Szent
Szent	József
József	most
most	és
és	mindörökké
mindörökké	,
,	Amen
Amen	-
-	3-szor
3-szor	.
.	"
"	"
"	És
És	áldassanak
áldassanak	a
a	Te
Te	Szent
Szent	Szülõid
Szülõid	,
,	Joakim
Joakim	és
és	Anna
Anna	,
,	kiktõl
kiktõl	szeplõtelenül
szeplõtelenül	fogantattál
fogantattál	,
,	ó
ó	,
,	legtisztább
legtisztább	Szûz
Szûz	Mária
Mária	.
.	1-szer
1-szer	a
a	3.
3.	után
után	.
.	"
"	"
"	Kovács
Kovács	Imre
Imre	káplán
káplán	úr
úr	jótevõje
jótevõje	USA-ból
USA-ból	,
,	Rasztlik
Rasztlik	Irénke
Irénke	.
.	"
"	Holvolt-holnemvolt
Holvolt-holnemvolt	Kovács
Kovács	Imre
Imre	káplán
káplán	úr
úr	szobájában
szobájában	legyek
legyek	záporoznak
záporoznak	,
,	és
és	pókhálók
pókhálók	kötik
kötik	be
be	a
a	sarkokat
sarkokat	.
.	Nincs
Nincs	most
most	már
már	káplán
káplán	a
a	környéken
környéken	.
.	Még
Még	plébánosokban
plébánosokban	is
is	hiány
hiány	van
van	.
.	Rasztlik
Rasztlik	Irénke
Irénke	az
az	USA-ból
USA-ból	öregesen
öregesen	elpityeredik
elpityeredik	.
.	Cafit
Cafit	és
és	Somlai
Somlai	Cafitok
Cafitok	,
,	Badicsok
Badicsok	neve
neve	a
a	fülemben
fülemben	.
.	Õk
Õk	voltak
voltak	a
a	Somló
Somló	szegényei
szegényei	-
-	hegyõrök
hegyõrök	,
,	vincellérek
vincellérek	,
,	fuvarosok
fuvarosok	.
.	-
-	Ja
Ja	,
,	a
a	Cafit
Cafit	Vendel
Vendel	!
!	-
-	mondaná
mondaná	apám
apám	,
,	ha
ha	élne
élne	.
.	-
-	Ja
Ja	,
,	a
a	Béla
Béla	!
!	-
-	mondaná
mondaná	Cafit
Cafit	Vendel
Vendel	is
is	.
.	De
De	a
a	Badics
Badics	Sándor
Sándor	még
még	üzen
üzen	.
.	Lebeszélem
Lebeszélem	róla
róla	,
,	már
már	nem
nem	adhatom
adhatom	át
át	.
.	Ezek
Ezek	a
a	nevek
nevek	úgy
úgy	fekszenek
fekszenek	emlékeim
emlékeim	alján
alján	,
,	mint
mint	a
a	pince
pince	mélyén
mélyén	a
a	rézgálicos
rézgálicos	ruhák
ruhák	,
,	öreg
öreg	hordók
hordók	,
,	sajtárok
sajtárok	és
és	tõtikék
tõtikék	.
.	Most
Most	más
más	nevek
nevek	.
.	A
A	háború
háború	elõtt
elõtt	mindenkit
mindenkit	megmagyarosítottak
megmagyarosítottak	itt
itt	.
.	Idegenbõl
Idegenbõl	idehelyezett
idehelyezett	csendõrök
csendõrök	találomra
találomra	fölírták
fölírták	mindenki
mindenki	kapujára
kapujára	új
új	nevét
nevét	.
.	A
A	Cafitból
Cafitból	meg
meg	a
a	Savanyóból
Savanyóból	is
is	Somlai
Somlai	lett
lett	,
,	a
a	Badicsból
Badicsból	Berkesi
Berkesi	.
.	De
De	Cafit
Cafit	Vendel
Vendel	felesége
felesége	még
még	mindig
mindig	a
a	régi
régi	nevével
nevével	érzi
érzi	jól
jól	magát
magát	.
.	Visszagörnyed
Visszagörnyed	a
a	Somlai
Somlai	névbõl
névbõl	,
,	csak
csak	térdén
térdén	ülõ
ülõ	dédunokáját
dédunokáját	engedi
engedi	belehajolni
belehajolni	.
.	Már
Már	csak
csak	agglegény
agglegény	fiai
fiai	laknak
laknak	vele
vele	,
,	unokájáék
unokájáék	nyárra
nyárra	jöttek
jöttek	.
.	Elkárálja
Elkárálja	a
a	jövõt
jövõt	.
.	-
-	Mi
Mi	lesz
lesz	itt
itt	,
,	ha
ha	én
én	meghalok
meghalok	?
?	Mi
Mi	lesz
lesz	ezekkel
ezekkel	a
a	szerencsétlenekkel
szerencsétlenekkel	?
?	Most
Most	már
már	nem
nem	tudnak
tudnak	megnõsülni
megnõsülni	.
.	A
A	nagyfürtû
nagyfürtû	szõlõlugas
szõlõlugas	mögé
mögé	,
,	a
a	gádorba
gádorba	beül
beül	az
az	egyik
egyik	vénlegény
vénlegény	is
is	.
.	Oldalt
Oldalt	a
a	kisszéken
kisszéken	,
,	a
a	lepkék
lepkék	és
és	szúnyogok
szúnyogok	csillagkeringésén
csillagkeringésén	kívül
kívül	cigarettát
cigarettát	sodor
sodor	.
.	-
-	Nahát
Nahát	,
,	azt
azt	mondja
mondja	meg
meg	,
,	ismeri
ismeri	-e
-e	?...
?...	Persze
Persze	,
,	hát
hát	tudom
tudom	!...
!...	Na
Na	lássa
lássa	...
...	He-he-he
He-he-he	...
...	A
A	maga
maga	falujából
falujából	nem
nem	mertek
mertek	ám
ám	a
a	mi
mi	búcsúnkra
búcsúnkra	járni
járni	,
,	de
de	mink
mink	se
se	oda
oda	,
,	a
a	fene
fene	egye
egye	meg
meg	...
...	Én
Én	azért
azért	voltam
voltam	.
.	Néztem
Néztem	egy
egy	lányt
lányt	,
,	odajött
odajött	egy
egy	legény
legény	.
.	Mit
Mit	akarsz
akarsz	attól
attól	?
?	Én
Én	semmit
semmit	.
.	Hát
Hát	te
te	?
?	Én
Én	se
se	.
.	De
De	azért
azért	jobb
jobb	volt
volt	hazajönnöm
hazajönnöm	.
.	-
-	A
A	mi
mi	búcsúnkból
búcsúnkból	?
?	-
-	Nem
Nem	,
,	a
a	mienkbõl
mienkbõl	...
...	Nahát
Nahát	,
,	az
az	a
a	hogyishívják
hogyishívják	,
,	az
az	a
a	Stenger
Stenger	él
él	-e
-e	még
még	?
?	Ugye
Ugye	...
...	ugye
ugye	...
...	He-he-he
He-he-he	...
...	Ez
Ez	a
a	he-he-he
he-he-he	egészen
egészen	másképpen
másképpen	hangzik
hangzik	most
most	,
,	mikor
mikor	írásomból
írásomból	fölolvasom
fölolvasom	magamnak
magamnak	;
;	nem
nem	ravaszdi
ravaszdi	,
,	miként
miként	legtöbbször
legtöbbször	használatos
használatos	,
,	nem
nem	is
is	idegen
idegen	,
,	a
a	szájra
szájra	rosszul
rosszul	illeszkedõ
illeszkedõ	,
,	mint
mint	ahogy
ahogy	a
a	rossz
rossz	színészek
színészek	elõadni
elõadni	szokták
szokták	-
-	inkább
inkább	olyan
olyan	ember
ember	hangja
hangja	,
,	akikre
akikre	a
a	szülõfalumban
szülõfalumban	azt
azt	mondják
mondják	:
:	ketyeri
ketyeri	;
;	mintha
mintha	egy
egy	bolondóra
bolondóra	elkezdene
elkezdene	nevetni
nevetni	az
az	összevissza
összevissza	járó
járó	mutatók
mutatók	mögött
mögött	.
.	-
-	Jaj
Jaj	,
,	mi
mi	lesz
lesz	itt
itt	a
a	búcsúkor
búcsúkor	meg
meg	a
a	szüretkor
szüretkor	?
?	-
-	mondja
mondja	az
az	öregasszony
öregasszony	.
.	-
-	Ez
Ez	elõtte
elõtte	is
is	,
,	utána
utána	is
is	egy
egy	hétig
hétig	részeg
részeg	.
.	-
-	Részeg
Részeg	ám
ám	a
a	vén
vén	rosseb
rosseb	,
,	mama
mama	.
.	-
-	Az
Az	öreglegény
öreglegény	ketyereg
ketyereg	,
,	és
és	nézi
nézi	a
a	földet
földet	.
.	Azt
Azt	hiszem
hiszem	,
,	ilyen
ilyen	emberek
emberek	halálukig
halálukig	el
el	tudják
tudják	szégyellni
szégyellni	magukat
magukat	.
.	-
-	Fojtottalak
Fojtottalak	volna
volna	meg
meg	inkább
inkább	.
.	A
A	vénlegény
vénlegény	lába
lába	mellett
mellett	kutyája
kutyája	ül
ül	,
,	egyetlen
egyetlen	társa
társa	a
a	Somlainak
Somlainak	,
,	s
s	ez
ez	a
a	kutya
kutya	azonnal
azonnal	megharapna
megharapna	bennünket
bennünket	,
,	ha
ha	a
a	gazdája
gazdája	rosszul
rosszul	érezné
érezné	magát
magát	közöttünk
közöttünk	.
.	Megszabadított
Megszabadított	szentek
szentek	és
és	virágok
virágok	Távolról
Távolról	a
a	templom
templom	sokkal
sokkal	nagyobbnak
nagyobbnak	tûnik
tûnik	.
.	Dombra
Dombra	épült
épült	,
,	szokatlan
szokatlan	helyen
helyen	,
,	a
a	plébánia
plébánia	kertjében
kertjében	,
,	a
a	hajdani
hajdani	falu
falu	közepén
közepén	.
.	Fekvése
Fekvése	is
is	bizonyítja
bizonyítja	,
,	hogy
hogy	ez
ez	a
a	templom
templom	nagyon
nagyon	régi
régi	-
-	talán
talán	ezeréves
ezeréves	.
.	Csak
Csak	a
a	hívek
hívek	tudatában
tudatában	közömbös
közömbös	a
a	kora
kora	,
,	mintha
mintha	ma
ma	építették
építették	volna
volna	.
.	Közelrõl
Közelrõl	kicsi
kicsi	,
,	a
a	középkori
középkori	falu
falu	lakosságához
lakosságához	méretezett
méretezett	.
.	A
A	plébános
plébános	néhány
néhány	évvel
évvel	ezelõtt
ezelõtt	ajtót
ajtót	vágatott
vágatott	a
a	sekrestye
sekrestye	felé
felé	,
,	és
és	freskókra
freskókra	bukkant
bukkant	.
.	Most
Most	kétmillió
kétmillió	forint
forint	körül
körül	van
van	már
már	a
a	restaurálás
restaurálás	költsége
költsége	.
.	Elsõ
Elsõ	része
része	a
a	szentélyig
szentélyig	román
román	,
,	a
a	szentély
szentély	gót
gót	stílusú
stílusú	.
.	A
A	kései
kései	ablakokat
ablakokat	befalazták
befalazták	,
,	s
s	kibontották
kibontották	a
a	középkori
középkori	ablakréseket
ablakréseket	.
.	Restaurátor
Restaurátor	barátom
barátom	a
a	freskókat
freskókat	varázsolja
varázsolja	elõ
elõ	két
két	év
év	óta
óta	.
.	Az
Az	egyik
egyik	képen
képen	kivégzésre
kivégzésre	visznek
visznek	egy
egy	ismeretlen
ismeretlen	szentet
szentet	,
,	vagy
vagy	most
most	végzik
végzik	ki
ki	éppen
éppen	.
.	Karjai
Karjai	hónaljától
hónaljától	a
a	hátán
hátán	átvetett
átvetett	dorongra
dorongra	csavarva
csavarva	.
.	Tekintete
Tekintete	,
,	akár
akár	Krisztusé
Krisztusé	,
,	szenvedéstelen
szenvedéstelen	,
,	ugyanúgy
ugyanúgy	gyûlölettelen
gyûlölettelen	a
a	bámuló
bámuló	városlakók
városlakók	és
és	kivégzõk
kivégzõk	ábrázata
ábrázata	is
is	.
.	A
A	másik
másik	képen
képen	szentek
szentek	és
és	királyok
királyok	fejcsokra
fejcsokra	,
,	szemüknek
szemüknek	,
,	szemöldöküknek
szemöldöküknek	ritmusa
ritmusa	van
van	,
,	mint
mint	a
a	nyugalmas
nyugalmas	víz
víz	apró
apró	hullámainak
hullámainak	.
.	Tekintetüket
Tekintetüket	a
a	puritán
puritán	reformáció
